no_data,no_pasien,sig_mean,sig_var,sig_sd,sig_kurt,sig_skew,sig_centroid,sig_specent,psd_mean,psd_var,psd_sd,psd_kurt,psd_skew,rat_delta,rat_theta,rat_alpha,rat_beta,kelas
860,10,-4.80E-07,8.54E-10,2.92E-05,1.548547778,0.821324086,6.171730377,0.58793407,-127.6343428,188.4258094,13.72682809,0.338900221,1.039191116,0.635818907,0.211279551,0.077802466,0.075099076,0
861,10,-1.82E-07,3.73E-10,1.93E-05,0.005241061,0.353921664,5.121627246,0.57940812,-129.5471101,171.1396681,13.08203608,0.185550878,0.788327246,0.632278882,0.187995093,0.07812431,0.101601716,0
862,10,4.63E-07,7.99E-10,2.83E-05,0.989218951,0.885351472,5.301583225,0.530265643,-129.0909774,196.0451654,14.00161296,0.323108155,0.680730485,0.686818827,0.160913257,0.068180975,0.084086941,0
863,10,6.80E-08,6.32E-10,2.51E-05,-0.103102137,-0.127227147,5.745435516,0.626538668,-126.9291563,164.4785369,12.82491859,-0.101273467,0.656734548,0.566005056,0.185445954,0.102864443,0.145684547,0
864,10,-1.23E-06,4.41E-10,2.10E-05,-0.001918898,0.406733112,5.07314498,0.610700505,-128.5014023,132.1905191,11.49741358,0.4080776,0.646683816,0.592459299,0.208874628,0.084889646,0.113776427,0
865,10,1.45E-06,6.56E-10,2.56E-05,-0.110112596,-0.288892017,4.995225263,0.54789973,-129.0937618,165.5843334,12.86795762,0.283979317,0.833602333,0.682957494,0.140535513,0.094802609,0.081704384,0
866,10,-3.97E-07,3.75E-10,1.94E-05,-0.06834742,-0.037053495,5.729321575,0.574458638,-129.2719668,148.2729092,12.17673639,0.098505312,0.801737884,0.649220183,0.173558307,0.086676677,0.090544834,0
867,10,6.35E-07,1.05E-09,3.24E-05,-0.278193779,-0.070880946,5.649484185,0.617994021,-126.2210095,204.3313249,14.29445084,-0.231849212,0.596312704,0.580692008,0.256866395,0.073557884,0.088883713,0
868,10,-1.31E-06,7.10E-10,2.66E-05,-0.436528161,0.078163748,4.89312176,0.614727031,-126.9708332,161.6447863,12.71396029,0.06711149,0.705430808,0.591329148,0.190192051,0.096661084,0.121817718,0
869,10,1.36E-07,9.16E-10,3.03E-05,0.515623989,0.76951513,5.413678519,0.567721878,-126.5367807,171.9821463,13.11419637,-0.275726848,0.537360313,0.652396932,0.171751002,0.08248676,0.093365307,0
870,10,7.96E-07,7.96E-10,2.82E-05,-0.143959921,-0.034059108,4.66436968,0.476037645,-129.3759434,168.5043259,12.98092161,0.608725507,1.006212519,0.738392899,0.120742726,0.066778561,0.074085814,0
871,10,7.41E-07,9.87E-10,3.14E-05,-0.068686603,-0.013684868,5.326790163,0.523716059,-127.6883875,171.6631435,13.10202822,0.243544482,0.80836597,0.695689726,0.155089786,0.069037069,0.080183419,0
872,10,3.23E-07,6.16E-10,2.48E-05,0.022055958,0.113420545,4.693783189,0.555315719,-129.178037,172.0833093,13.1180528,0.398731475,0.602429761,0.67111015,0.168848419,0.079855555,0.080185876,0
873,10,-2.06E-06,6.82E-10,2.61E-05,-0.313252368,-0.349308611,5.10789732,0.522552561,-129.3333111,163.1275596,12.77213998,1.1513937,1.135164837,0.691860975,0.154455741,0.066968105,0.086715178,0
874,10,7.17E-07,3.93E-10,1.98E-05,-0.415467477,-0.137821269,5.762907652,0.621071003,-127.6643001,155.4429068,12.46767448,0.159555067,0.818881696,0.590168042,0.2216912,0.089346195,0.098794563,0
875,10,-2.68E-07,7.26E-10,2.69E-05,-0.551420078,0.046795228,5.475931943,0.538387477,-129.0313337,173.1956045,13.16038011,0.183403617,0.866300729,0.690621224,0.168652347,0.072673363,0.068053065,0
876,10,-1.36E-07,2.92E-10,1.71E-05,-0.462862651,-0.039626671,6.041234145,0.57093221,-127.6040899,126.2902963,11.23789554,0.341795448,0.642394166,0.60740736,0.151982373,0.080171897,0.16043837,0
877,10,1.36E-06,3.96E-10,1.99E-05,-0.257989547,-0.199717034,5.490051828,0.538565384,-128.9193926,158.6007051,12.59367719,0.34260139,0.71672693,0.678303198,0.143443979,0.08179589,0.096456933,0
878,10,-1.09E-06,3.94E-10,1.99E-05,-0.25649614,-0.278417463,5.948675285,0.711383533,-126.7039315,164.061259,12.80864002,-0.197119594,0.670047052,0.462603116,0.28123069,0.13749098,0.118675214,0
879,10,-1.27E-06,1.12E-09,3.35E-05,-0.333683512,0.282072995,5.157414661,0.54236439,-128.500813,180.2412609,13.42539612,0.727927251,1.079358104,0.676652386,0.154592334,0.077985813,0.090769467,0
880,10,8.28E-07,6.80E-10,2.61E-05,1.312635052,0.023773342,6.57926239,0.615382313,-125.7177915,146.5219311,12.10462437,-0.445137117,0.524660874,0.585539085,0.232338914,0.079044856,0.103077145,0
881,10,1.47E-06,6.29E-10,2.51E-05,-0.686740217,-0.092146999,5.521344656,0.59986511,-127.462036,182.0775497,13.49361144,-0.122552711,0.672266786,0.624138952,0.200479529,0.088930087,0.086451432,0
882,10,-2.37E-07,1.29E-09,3.59E-05,-0.733112273,0.086298508,3.787194597,0.539628682,-128.0537024,191.184451,13.82694656,0.166793135,0.846445129,0.665728151,0.139738581,0.080101975,0.114431293,0
883,10,-1.18E-06,6.86E-10,2.62E-05,-0.448392839,-0.133738282,5.038857362,0.493979708,-128.3162185,147.5372599,12.14649167,1.42570753,0.708284914,0.685024746,0.116988875,0.063263734,0.134722645,0
884,10,4.66E-07,4.42E-10,2.10E-05,1.957915582,-0.713571239,5.193658562,0.521052644,-129.4503825,166.9787032,12.92202396,0.519592266,0.665633002,0.676631028,0.122070404,0.079495695,0.121802873,0
885,10,6.25E-07,3.14E-10,1.77E-05,0.232871613,-0.211896983,6.180333697,0.601071453,-127.8841014,147.2129788,12.13313557,0.158962314,0.509707512,0.594655201,0.174255374,0.092145964,0.13894346,0
886,10,-2.20E-06,6.19E-10,2.49E-05,-0.475381117,-0.015117635,7.341911521,0.582474121,-127.7640652,180.0388702,13.41785639,-0.378393951,0.609604163,0.631118592,0.167640204,0.090634673,0.110606531,0
887,10,6.20E-07,5.43E-10,2.33E-05,0.704032211,0.322232918,4.896187464,0.579628368,-129.3931127,149.148707,12.21264537,0.195313779,0.749099001,0.620568737,0.14540833,0.097577,0.136445933,0
888,10,9.06E-07,7.70E-10,2.77E-05,0.115042565,-0.425213531,5.091019844,0.636260123,-125.0172353,169.6406976,13.0246189,-0.231768257,0.578759992,0.570421418,0.229011189,0.095476072,0.10509132,0
889,10,-8.65E-07,5.98E-10,2.44E-05,0.638478718,0.383674478,4.980011148,0.532556163,-129.8306347,149.8919023,12.24303485,0.488828907,0.855298889,0.690214985,0.129314998,0.090820477,0.089649539,0
890,10,1.30E-06,3.96E-10,1.99E-05,0.131230668,-0.155885962,5.784608651,0.550543885,-127.5142533,153.3962528,12.38532409,0.29786178,0.611172553,0.646342024,0.155704742,0.07330573,0.124647503,0
891,10,-4.24E-07,6.44E-10,2.54E-05,-0.320551925,-0.14355523,5.433565649,0.643741629,-128.0076265,178.0084062,13.3419791,-0.074773293,0.72932471,0.566767862,0.242558995,0.097532871,0.093140272,0
892,10,1.17E-07,5.42E-10,2.33E-05,0.321243873,0.609072902,6.204107043,0.54559735,-129.1725057,132.543426,11.51275058,0.574451301,1.060147628,0.638506299,0.149981922,0.069524538,0.141987241,0
893,10,-2.63E-07,3.94E-10,1.98E-05,-0.627371114,-0.085420659,5.272710777,0.603741059,-129.2038158,149.9340219,12.24475487,0.538966997,1.01696817,0.609876557,0.180960606,0.096795039,0.112367798,0
894,10,9.72E-07,3.45E-10,1.86E-05,-0.664462678,-0.160338654,6.529805118,0.600354259,-129.1479826,119.0131418,10.90931445,1.599962752,0.390668673,0.592151292,0.160758734,0.09838489,0.148705084,0
895,10,7.09E-08,3.22E-10,1.79E-05,-0.34363813,-0.157658927,6.364341249,0.583702967,-128.9942615,139.2070776,11.7986049,0.148334021,0.694219986,0.617387156,0.165213537,0.088067912,0.129331395,0
896,10,-7.51E-07,7.20E-10,2.68E-05,0.714269849,0.281939342,5.064156874,0.552351897,-127.5521863,134.3226786,11.58976611,-0.159017267,0.614774419,0.655212627,0.148060309,0.082534901,0.114192163,0
897,10,9.88E-07,3.91E-10,1.98E-05,0.169999665,0.350045278,5.67144683,0.652208948,-129.1280371,148.0474685,12.16747585,-0.250821637,0.608238536,0.549006013,0.251163508,0.098220058,0.101610421,0
898,10,-8.45E-07,4.93E-10,2.22E-05,-0.641012039,0.056903016,5.682105683,0.601034877,-129.2097758,161.060565,12.69096391,0.276166283,0.731420665,0.598363303,0.191102303,0.085081649,0.125452745,0
899,10,-4.12E-07,1.21E-09,3.48E-05,0.070827219,-0.313230859,5.332179468,0.599911093,-124.7219719,186.1978185,13.64543215,-0.032177618,0.758817127,0.631507415,0.180451498,0.101652834,0.086388252,0
900,10,-5.29E-07,1.09E-09,3.30E-05,-0.583341723,-0.013071857,4.217453044,0.536760432,-128.8993432,175.591267,13.2510855,0.202668369,0.782072876,0.678110542,0.165691779,0.068027639,0.08817004,0
901,11,3.11E-06,1.11E-09,3.34E-05,0.879800584,-0.532144716,9.349292134,0.591611639,-125.2435139,219.2425368,14.80684088,-0.123235446,0.46575328,0.606780701,0.169047392,0.089856539,0.134315368,0
902,11,-9.82E-07,1.23E-09,3.50E-05,1.352208502,-0.80091776,5.714253601,0.581780885,-125.6176689,176.1462327,13.27200937,-0.283827297,0.466186077,0.637187015,0.140352715,0.11078762,0.11167265,0
903,11,9.22E-07,9.08E-10,3.01E-05,0.434845189,0.389446468,7.192432432,0.629924364,-124.8009615,189.6542206,13.7715003,-0.600480685,0.280313595,0.575529006,0.149278434,0.136048251,0.139144309,0
904,11,-1.73E-06,7.56E-10,2.75E-05,-0.006784239,0.011050114,5.800883584,0.61206433,-125.5554301,175.9291656,13.26382922,-0.423755475,0.303442625,0.581151341,0.125346202,0.137462818,0.156039639,0
905,11,6.04E-07,1.84E-09,4.29E-05,-0.224017286,-0.240844454,4.930805489,0.567340154,-126.2225623,184.332423,13.57690771,0.285317626,0.787970548,0.664799235,0.126276145,0.11942094,0.08950368,0
906,11,-7.26E-07,5.35E-10,2.31E-05,0.096171492,-0.52961795,5.786554975,0.682612053,-124.814019,180.8534839,13.44817772,-0.675770208,0.303068631,0.504117093,0.192085073,0.149482332,0.154315503,0
907,11,4.64E-07,1.01E-09,3.18E-05,-0.778731629,-0.015476526,6.25794773,0.647678453,-123.3115497,160.5332385,12.67017121,-0.762450592,0.534367745,0.558550496,0.168595938,0.13710066,0.135752907,0
908,11,1.97E-06,1.01E-09,3.18E-05,-0.544228859,-0.036492288,5.915063205,0.58854892,-124.9933605,166.4507373,12.90157887,-0.281257058,0.461169763,0.62090526,0.148425067,0.105157825,0.125511847,0
909,11,-1.52E-06,1.37E-09,3.70E-05,-0.644885561,-0.041221534,4.856076737,0.596892478,-126.4424763,173.3581277,13.16655337,-0.349756111,0.684724471,0.611599518,0.15992353,0.1025983,0.125878652,0
910,11,5.48E-07,9.14E-10,3.02E-05,-0.354068161,-0.095713162,6.928058661,0.593980138,-124.9894145,182.9213959,13.52484365,-0.542898127,0.415286004,0.603380652,0.135155347,0.114471305,0.146992696,0
911,11,-2.40E-07,1.09E-09,3.31E-05,-0.402644338,-0.056213773,6.123433024,0.622484146,-124.0757845,197.5023805,14.05355402,-0.64463079,0.375798346,0.590624033,0.170686578,0.116254632,0.122434757,0
912,11,-1.75E-07,6.57E-10,2.56E-05,0.405563176,0.079301953,6.607954125,0.651051704,-123.5832089,155.2786697,12.46108622,-0.52173592,0.345966097,0.515838303,0.15624308,0.135708584,0.192210032,0
913,11,-1.13E-07,8.87E-10,2.98E-05,1.515238754,-0.732837307,7.356732524,0.600981496,-125.4891824,169.1670232,13.00642238,0.115671809,0.612282936,0.570994914,0.144480208,0.102632132,0.181892745,0
914,11,7.91E-07,1.32E-09,3.64E-05,0.058198267,-0.292250447,5.896880247,0.617031153,-124.0850771,204.780659,14.31015929,-0.479058914,0.516881678,0.594305029,0.168422471,0.112783001,0.124489499,0
915,11,-3.64E-07,7.14E-10,2.67E-05,0.304522735,-0.14698494,5.079099402,0.649839571,-125.740534,185.6478381,13.6252647,-0.43263174,0.620462604,0.562746971,0.19690579,0.122634032,0.117713206,0
916,11,-4.24E-07,1.09E-09,3.31E-05,0.346850554,-0.67913192,5.860980062,0.616705247,-126.7031338,170.3967191,13.05360943,-0.17822436,0.657816676,0.609831601,0.133448993,0.149988906,0.106730501,0
917,11,-1.85E-07,1.73E-09,4.16E-05,0.373279076,-0.331532762,5.183875421,0.57104726,-124.3827132,202.1374732,14.21750587,0.327793336,0.364432229,0.647649148,0.139337592,0.104231846,0.108781414,0
918,11,1.69E-06,1.08E-09,3.28E-05,-0.139092869,0.268849116,6.674959628,0.58824445,-125.8421546,164.0619449,12.80866679,0.094546041,0.76300159,0.621153001,0.140424974,0.111026669,0.127395356,0
919,11,-9.76E-07,1.20E-09,3.46E-05,-0.361054944,0.090257926,5.854660678,0.613919378,-126.708816,176.8107191,13.29701918,0.009639884,0.697686952,0.590943557,0.156368392,0.116160445,0.136527606,0
920,11,-1.92E-07,1.09E-09,3.30E-05,1.066131742,-0.771725111,6.185848547,0.584485088,-126.0311556,157.8393542,12.56341332,0.114954543,0.563222199,0.630441411,0.151306422,0.102660783,0.115591383,0
921,11,-8.62E-07,8.92E-10,2.99E-05,0.320920405,-0.456932896,9.079669365,0.642021851,-123.8607759,189.0126103,13.74818571,-0.563774849,0.405581417,0.551264137,0.149834214,0.142144814,0.156756835,0
922,11,7.53E-07,1.05E-09,3.24E-05,0.323793909,-0.395686532,4.682347705,0.633277901,-124.6821085,207.3313718,14.39900593,-0.655712237,0.395776304,0.570487428,0.166613198,0.124261839,0.138637534,0
923,11,1.25E-06,1.25E-09,3.53E-05,0.683332559,0.152002843,7.168131035,0.625852174,-124.1635419,189.7920509,13.77650358,-0.46303516,0.357905509,0.572680473,0.135569862,0.142324814,0.149424852,0
924,11,-9.62E-07,1.93E-09,4.40E-05,0.08632597,0.307942413,5.930753967,0.536507066,-123.5054756,208.511487,14.43992683,-0.583906374,0.434613648,0.670665392,0.117980301,0.095048474,0.116305833,0
925,11,-1.04E-06,1.02E-09,3.19E-05,-0.027617254,-0.367703865,7.159435855,0.64977248,-123.5069014,170.0136483,13.03892819,-0.358796551,0.499869114,0.539119605,0.200586608,0.112216511,0.148077276,0
926,11,1.16E-07,4.44E-10,2.11E-05,0.751818461,0.397853376,6.742215974,0.730571614,-124.4096879,185.4198221,13.61689473,-0.405340215,0.07018525,0.419308255,0.265074058,0.163877744,0.151739942,0
927,11,1.11E-06,7.55E-10,2.75E-05,-0.795747626,-0.00156491,6.495327355,0.66614662,-125.1870738,199.5223539,14.12523819,-0.191737111,0.149883025,0.518491335,0.187921212,0.133437709,0.160149744,0
928,11,-4.71E-07,1.03E-09,3.21E-05,-0.027192523,0.315864674,5.237911212,0.602971745,-124.4544618,170.8365463,13.07044553,-0.367389937,0.53990334,0.611694092,0.158627125,0.110307074,0.119371709,0
929,11,-4.59E-07,1.10E-09,3.32E-05,-0.758682684,-0.125570618,6.474527974,0.630307389,-124.3962837,198.4800603,14.08829515,-0.331843186,0.421009679,0.55443761,0.157486995,0.121121533,0.166953862,0
930,11,-1.21E-08,1.24E-09,3.53E-05,0.211327872,-0.273310754,4.804924523,0.527251918,-124.6323529,174.3218516,13.20310007,-0.740637615,0.422179156,0.668198095,0.099331937,0.101454404,0.131015564,0
931,11,1.05E-06,1.36E-09,3.69E-05,-0.786739252,0.092034545,5.640143931,0.609602489,-124.7666409,182.2739455,13.50088684,-0.41848379,0.43987196,0.582002759,0.14520535,0.115991053,0.156800838,0
932,11,-9.11E-07,1.67E-09,4.08E-05,0.195990108,0.445310671,4.969692382,0.577832562,-125.4199983,208.5403796,14.44092724,-0.252450574,0.545927465,0.626652714,0.116331163,0.123138584,0.133877539,0
933,11,1.31E-06,9.92E-10,3.15E-05,0.272874069,-0.291396693,6.360735245,0.599074028,-125.3295013,151.775855,12.31973437,-9.97E-05,0.716830162,0.605751645,0.156934499,0.104648692,0.132665164,0
934,11,-9.60E-07,8.40E-10,2.90E-05,0.103670524,-0.667853201,5.86565176,0.581757964,-126.477817,184.5236871,13.58394962,-0.091367201,0.551081848,0.638616078,0.148763149,0.104998001,0.107622773,0
935,11,-4.14E-07,1.80E-09,4.25E-05,0.471033145,0.605875964,5.91296712,0.563321858,-123.1602498,182.9477978,13.52581967,-0.564001935,0.491373268,0.643465835,0.142130524,0.092308953,0.122094688,0
936,11,4.46E-07,8.16E-10,2.86E-05,-0.510992786,0.050561266,5.969676355,0.592579939,-125.6377455,153.1239141,12.37432479,-0.059661844,0.435211956,0.606719697,0.152396347,0.10104996,0.139833997,0
937,11,-7.71E-07,1.82E-09,4.27E-05,-1.032517721,0.072430327,5.001425559,0.571710068,-125.4766026,190.6314008,13.80693307,0.205346581,0.58885135,0.650306058,0.162790352,0.090353268,0.096550322,0
938,11,1.21E-06,1.38E-09,3.72E-05,-0.251660869,-0.45666775,5.828778427,0.632043423,-125.1170634,189.4641802,13.7645988,-0.619458133,0.486411288,0.565265459,0.167419392,0.120075466,0.147239682,0
939,11,-1.16E-06,1.13E-09,3.36E-05,0.254053604,-0.067552066,7.321587904,0.641665301,-124.9407008,175.337201,13.24149542,0.067829933,0.446543544,0.567654263,0.168332425,0.132857266,0.131156046,0
940,11,-4.88E-07,8.94E-10,2.99E-05,0.648160644,0.423918673,5.661018043,0.625953059,-125.5963204,172.1688986,13.12131467,-0.556392743,0.400685829,0.582321464,0.172765827,0.115694015,0.129218694,0
941,11,-2.51E-09,2.18E-09,4.66E-05,0.245811273,-0.283710602,4.279144946,0.563555314,-124.2739966,224.7234243,14.99077798,-0.293671704,0.549661955,0.645572423,0.152034693,0.086943969,0.115448915,0
942,11,-2.67E-07,1.62E-09,4.02E-05,0.631961777,-0.328970326,5.0041455,0.547206411,-125.2532433,195.4272082,13.97952818,-0.23959233,0.651489791,0.661755556,0.151606403,0.078255071,0.10838297,0
943,11,1.82E-06,7.65E-10,2.77E-05,-0.131945414,0.383304152,6.673107247,0.612899386,-123.812977,172.1053666,13.1188935,-0.561971779,0.414383238,0.587384571,0.139125174,0.127607784,0.145882471,0
944,11,-1.05E-06,2.08E-09,4.56E-05,-0.235058262,0.013854744,6.127965034,0.558160272,-124.3715285,202.2732374,14.22227961,-0.248165754,0.657519531,0.645372025,0.146662207,0.085053051,0.122912716,0
945,11,-7.00E-07,9.93E-10,3.15E-05,-0.051001303,-0.426188381,5.271547067,0.611319547,-124.8725248,178.2580323,13.35133073,-0.68429749,0.398960602,0.590309156,0.159896722,0.110318773,0.139475349,0
946,11,8.08E-07,1.02E-09,3.20E-05,-0.719407139,-0.235575236,5.471253663,0.571527262,-124.6273515,200.4334939,14.15745365,-0.488812576,0.394259148,0.618525666,0.127537676,0.101740929,0.152195729,0
947,11,4.06E-08,6.55E-10,2.56E-05,2.232346729,-1.008097631,6.948316991,0.643000604,-126.1617409,167.0544527,12.92495465,-0.388627663,0.509160906,0.557374462,0.174548234,0.12591013,0.142167174,0
948,11,-1.10E-06,1.22E-09,3.49E-05,0.302255526,0.021863647,5.385570735,0.627393338,-125.3307381,191.1107813,13.82428231,-0.448087978,0.40209529,0.582996464,0.183908316,0.110803011,0.12229221,0
949,11,7.08E-07,2.16E-09,4.65E-05,0.322751068,-0.259170904,4.789168511,0.598027369,-122.6386026,200.1051826,14.1458539,-0.431322834,0.615803874,0.622450814,0.200137925,0.086675526,0.090735735,0
950,11,-1.43E-07,1.03E-09,3.22E-05,0.249422219,-0.508009823,5.816534571,0.598086823,-124.9429648,177.5877841,13.32620667,3.69E-05,0.73136387,0.598916849,0.143092754,0.110905997,0.1470844,0
951,11,8.90E-07,1.23E-09,3.50E-05,-0.372132993,-0.264010575,7.488552151,0.593041875,-126.2472962,184.8156004,13.59469015,-0.228047826,0.624698682,0.622573336,0.172897725,0.095024718,0.109504221,0
952,11,-3.96E-07,1.64E-09,4.05E-05,-0.192165553,-0.388967859,5.251330005,0.571197907,-124.3082661,173.3452849,13.16606566,-0.069351869,0.756354166,0.627011965,0.139586698,0.095511696,0.13788964,0
953,11,-9.68E-07,1.34E-09,3.66E-05,-0.35775635,0.048901126,5.826588966,0.590413372,-125.1958377,202.1060247,14.21639985,-0.224428627,0.46691205,0.620276884,0.151747869,0.104581735,0.123393512,0
954,11,2.01E-06,8.18E-10,2.86E-05,-0.214741876,0.182589323,5.239785016,0.58469807,-126.4120296,155.7261324,12.4790277,-0.300848941,0.411797443,0.618238037,0.148512713,0.099830779,0.133418471,0
955,11,-1.05E-06,1.14E-09,3.38E-05,0.837811998,-0.683732904,4.376137954,0.628671556,-124.3611903,179.6138733,13.40201005,-0.675369994,0.374635523,0.592457363,0.173209047,0.12295562,0.11137797,0
956,11,5.53E-07,1.60E-09,4.00E-05,0.014807719,-0.18714065,5.37208039,0.605243298,-125.4100149,195.9400751,13.99785966,-0.32619749,0.542844999,0.612232252,0.159977891,0.112224034,0.115565823,0
957,11,-4.27E-07,8.28E-10,2.88E-05,-0.008219096,0.22905572,5.613056097,0.595506206,-125.196192,189.6671794,13.77197079,-0.485970631,0.436338774,0.625585923,0.154985458,0.110287398,0.109141221,0
958,11,-8.08E-07,1.36E-09,3.68E-05,-0.568010104,0.044705568,6.948615826,0.594086497,-123.4639199,169.6635654,13.02549674,-0.405577746,0.565385081,0.595636866,0.143632674,0.104679638,0.156050823,0
959,11,-1.71E-07,1.43E-09,3.78E-05,-0.499747783,-0.184671784,5.138563796,0.560443315,-125.0278262,179.8287524,13.41002432,-0.228824355,0.605481809,0.62991471,0.131637718,0.091553608,0.146893965,0
960,11,1.47E-06,1.24E-09,3.52E-05,0.002415033,-0.196440919,6.32721658,0.573325491,-125.4661518,179.9853741,13.41586278,0.007470292,0.542700162,0.601651527,0.125219344,0.098996191,0.174132938,0
961,11,-1.17E-06,8.66E-10,2.94E-05,-0.668947099,0.065391775,6.125181255,0.65684042,-124.0096299,182.0349729,13.49203368,-0.731432535,0.408493807,0.504560338,0.135781817,0.161317199,0.198340646,0
962,11,1.40E-06,1.79E-09,4.23E-05,0.117593734,-0.064268532,5.099972624,0.608809865,-125.0228502,195.9082267,13.996722,-0.022890008,0.678577641,0.61831264,0.19749497,0.097058959,0.087133431,0
963,11,-4.99E-07,1.70E-09,4.12E-05,-0.09606155,0.210806187,5.821221677,0.664812911,-124.4639756,195.1931649,13.97115474,-0.405747439,0.377212649,0.536180334,0.199081985,0.130847343,0.133890339,0
964,11,-7.13E-07,1.26E-09,3.54E-05,0.306319983,0.133142998,7.281562952,0.606090192,-125.0368231,214.2079663,14.63584525,-0.156058949,0.370523603,0.60632104,0.154042437,0.114986318,0.124650205,0
965,11,1.13E-06,2.11E-09,4.59E-05,-0.368745373,-0.11976377,5.968252327,0.559192885,-123.8765517,197.0531765,14.03756305,-0.095284778,0.631572097,0.651431583,0.149678676,0.0865109,0.112378841,0
966,11,2.62E-07,2.01E-09,4.49E-05,-0.684911954,-0.226346343,4.065402458,0.534949333,-126.2975753,198.0260472,14.0721728,0.485289603,0.624380769,0.684818441,0.13948822,0.083662381,0.092030958,0
967,11,-1.65E-06,2.39E-09,4.89E-05,0.114155857,-0.232827481,5.667380606,0.540451496,-124.3314678,215.0680251,14.66519775,-0.097652005,0.70091089,0.681062793,0.125344383,0.097768464,0.09582436,0
968,11,1.72E-06,2.37E-09,4.87E-05,-0.591537811,-0.036443375,4.078266779,0.557853251,-125.0965845,188.2582634,13.72072387,-0.017282627,0.464175422,0.658921383,0.128204263,0.103795065,0.109079289,0
969,11,-9.25E-07,1.90E-09,4.36E-05,0.70494625,-0.411222713,4.378127977,0.576482525,-124.7285266,192.9982938,13.89238258,-0.44733062,0.495079583,0.623895273,0.138368485,0.100699828,0.137036414,0
970,11,4.49E-07,1.02E-09,3.20E-05,-0.169082073,-0.045494158,5.620209791,0.652137025,-125.083712,219.3640921,14.81094501,-0.503475635,0.22332329,0.549475302,0.164935244,0.142644731,0.142944723,0
971,11,1.53E-07,1.23E-09,3.51E-05,0.118242173,0.125714291,7.419492341,0.618179814,-123.6069929,184.1516079,13.57024716,-0.532345403,0.364743992,0.553252049,0.140356042,0.119514689,0.18687722,0
972,11,1.93E-07,7.59E-10,2.75E-05,-0.536448287,-0.177955317,6.806017162,0.610104916,-125.1416802,183.2627131,13.53745593,-0.575998476,0.314202941,0.572269125,0.122715396,0.133608035,0.171407445,0
973,11,2.93E-07,9.50E-10,3.08E-05,0.79836688,0.496515843,6.954938267,0.647048201,-123.8241991,159.5410924,12.6309577,-0.469194726,0.406130086,0.55417174,0.16976108,0.133511425,0.142555755,0
974,11,-2.02E-07,1.30E-09,3.60E-05,-0.02820545,0.317232075,5.079988835,0.608249556,-124.0303942,211.5561925,14.54497138,-0.717342142,0.375709656,0.596323533,0.153441557,0.113792425,0.136442485,0
975,11,-1.11E-06,1.29E-09,3.59E-05,0.989974358,-0.293337764,5.569724797,0.622700279,-124.028169,174.6578375,13.2158177,-0.488025528,0.447866772,0.553141021,0.153434133,0.114462063,0.178962783,0
976,11,-3.96E-07,1.41E-09,3.75E-05,0.401668911,-0.303947872,5.488860204,0.549578804,-124.4635733,156.4242867,12.50696953,-0.034763061,0.723569746,0.64740788,0.127285845,0.090931601,0.134374674,0
977,11,1.18E-06,1.50E-09,3.87E-05,-0.193175121,-0.20941364,5.816245676,0.589610931,-123.5288743,193.418921,13.90751311,-0.476582947,0.384724543,0.613676544,0.146686313,0.10461536,0.135021783,0
978,11,7.76E-08,1.18E-09,3.44E-05,0.774234524,0.331016367,5.871937038,0.624298577,-123.4106561,203.8871308,14.2789051,-0.456109819,0.526758855,0.569269099,0.156194424,0.120271325,0.154265153,0
979,11,1.02E-07,1.06E-09,3.25E-05,-0.264269746,0.129856883,5.506999871,0.623625441,-124.3225426,178.5298637,13.36150679,-0.468243079,0.604822925,0.574099773,0.151868499,0.12478497,0.149246758,0
980,11,-2.35E-07,9.04E-10,3.01E-05,-0.244334483,0.023731406,6.032010287,0.604666269,-125.4807839,185.90328,13.63463531,-0.349453232,0.600998214,0.569454597,0.141771142,0.108225326,0.180548935,0
981,11,-1.70E-06,1.11E-09,3.34E-05,0.255187524,0.466834564,5.57106764,0.593415796,-124.0837504,186.8559737,13.66952719,-0.22516869,0.605858723,0.614166154,0.145416125,0.110053074,0.130364647,0
982,11,1.56E-06,1.42E-09,3.77E-05,0.730601565,-0.170265935,6.006491701,0.608873557,-125.0030878,187.2403586,13.68357989,-0.224793409,0.691411934,0.595037881,0.152960213,0.114362159,0.137639747,0
983,11,-5.12E-07,7.33E-10,2.71E-05,1.921597342,-0.736682107,6.415527651,0.605334371,-126.432468,180.6209649,13.43952994,-0.026778518,0.430605612,0.608916522,0.155186426,0.114354048,0.121543005,0
984,11,6.28E-07,8.79E-10,2.97E-05,0.05344898,-0.017573276,6.298819482,0.581350565,-126.4020701,162.1024053,12.73194428,0.448785878,0.671473373,0.605301247,0.126742996,0.107899896,0.160055861,0
985,11,1.75E-07,1.05E-09,3.24E-05,-0.25168884,-0.216430711,5.765861054,0.569051257,-124.8358305,172.629887,13.13886932,-0.34219901,0.44373424,0.637790108,0.126586245,0.108023786,0.127599861,0
986,11,-2.21E-07,1.60E-09,4.00E-05,-0.039916904,-0.295017918,6.99668105,0.552337273,-125.6830076,192.5785253,13.87726649,0.130625439,0.657031674,0.661823224,0.12436419,0.102346543,0.111466043,0
987,11,-1.42E-06,1.76E-09,4.19E-05,0.137444839,-0.563108295,5.702786204,0.582541287,-122.6447045,178.906246,13.37558395,-0.355358142,0.537191078,0.621324487,0.13685588,0.107457881,0.134361751,0
